sequence_size;sequence;total;total_time_span;avg_time_span;i_support;s_support;ids;grade_avg;grade_median;grade_mode;max_grade
7;forum_vis>resource_vis>forum_vis>forum_vis>forum_vis>forum_vis>assignment_sub;180;632729;421363.43888888886;180;180;180;1.51 (+- 0.44);1.5;1.5;2
7;forum_vis>forum_vis>forum_vis>forum_participation>forum_vis>forum_vis>assignment_sub;168;632034;364395.09523809527;168;168;168;1.44 (+- 0.45);1.5;1.5;2
7;forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_participation;172;632729;373107.0813953488;344;172;172;1.46 (+- 0.46);1.5;1.5;2
7;forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis;274;632729;375497.06934306567;3756;274;274;1.48 (+- 0.44);1.5;1.5;2
7;forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>assignment_sub;313;632734;373146.27156549523;3160;313;313;1.49 (+- 0.44);1.5;1.5;2
7;forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>resource_vis;172;632729;394310.9651162791;344;172;172;1.49 (+- 0.43);1.5;1.5;2
7;forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_participation>forum_vis;172;632729;366467.1918604651;344;172;172;1.46 (+- 0.47);1.5;1.5;2
7;forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_participation>assignment_sub;184;633732;369709.10326086957;528;184;184;1.46 (+- 0.46);1.5;1.5;2
7;forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>assignment_vis>assignment_sub;177;633077;412423.86440677964;177;177;177;1.45 (+- 0.46);1.5;1.5;2
7;forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>resource_vis>assignment_sub;205;632920;390511.3658536585;377;205;205;1.47 (+- 0.44);1.5;1.5;2
7;forum_vis>forum_vis>forum_vis>forum_vis>forum_participation>forum_vis>assignment_sub;179;632729;362294.4413407821;351;179;179;1.45 (+- 0.46);1.5;1.5;2
7;forum_vis>forum_vis>forum_participation>forum_vis>forum_vis>forum_vis>assignment_sub;169;632034;365442.94674556213;169;169;169;1.44 (+- 0.46);1.5;1.5;2
8;resource_vis>resource_vis>resource_vis>forum_vis>forum_vis>forum_vis>forum_vis>assignment_sub;189;632729;413510.5238095238;189;189;189;1.47 (+- 0.48);1.5;1.5;2
8;resource_vis>resource_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis;191;632574;405813.59162303666;726;191;191;1.50 (+- 0.43);1.5;1.5;2
8;resource_vis>resource_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>assignment_sub;215;632574;408510.7069767442;578;215;215;1.50 (+- 0.44);1.5;1.5;2
8;resource_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis;227;632729;391832.0308370044;1578;227;227;1.49 (+- 0.45);1.5;1.5;2
8;resource_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>assignment_sub;262;632734;392787.53816793894;1242;262;262;1.49 (+- 0.45);1.5;1.5;2
8;forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_participation>assignment_sub;172;632729;373107.0813953488;172;172;172;1.46 (+- 0.46);1.5;1.5;2
8;forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis;239;632729;380887.20083682006;2410;239;239;1.48 (+- 0.44);1.5;1.5;2
8;forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>assignment_sub;274;632729;375497.06934306567;1878;274;274;1.48 (+- 0.44);1.5;1.5;2
8;forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>resource_vis>assignment_sub;172;632729;394310.9651162791;172;172;172;1.49 (+- 0.43);1.5;1.5;2
8;forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_participation>forum_vis>assignment_sub;172;632729;366467.1918604651;172;172;172;1.46 (+- 0.47);1.5;1.5;2
9;resource_vis>resource_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis;172;632574;409041.8895348837;344;172;172;1.51 (+- 0.44);1.5;1.5;2
9;resource_vis>resource_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>assignment_sub;191;632574;405813.59162303666;363;191;191;1.50 (+- 0.43);1.5;1.5;2
9;resource_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis;203;632729;400969.1379310345;780;203;203;1.50 (+- 0.44);1.5;1.5;2
9;resource_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>assignment_sub;227;632729;391832.0308370044;789;227;227;1.49 (+- 0.45);1.5;1.5;2
9;forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis;218;632729;390689.2614678899;1526;218;218;1.48 (+- 0.44);1.5;1.5;2
9;forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>assignment_sub;239;632729;380887.20083682006;1205;239;239;1.48 (+- 0.44);1.5;1.5;2
10;resource_vis>resource_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>assignment_sub;172;632574;409041.8895348837;172;172;172;1.51 (+- 0.44);1.5;1.5;2
10;resource_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis;187;632729;409771.44919786096;374;187;187;1.50 (+- 0.45);1.5;1.5;2
10;resource_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>assignment_sub;203;632729;400969.1379310345;390;203;203;1.50 (+- 0.44);1.5;1.5;2
10;forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis;187;632729;394347.9679144385;716;187;187;1.49 (+- 0.43);1.5;1.5;2
10;forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>assignment_sub;218;632729;390689.2614678899;763;218;218;1.48 (+- 0.44);1.5;1.5;2
11;resource_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>assignment_sub;187;632729;409771.44919786096;187;187;187;1.50 (+- 0.45);1.5;1.5;2
11;forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis;171;632729;395099.865497076;342;171;171;1.47 (+- 0.43);1.5;1.5;2
11;forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>assignment_sub;187;632729;394347.9679144385;358;187;187;1.49 (+- 0.43);1.5;1.5;2
12;forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>assignment_sub;171;632729;395099.865497076;171;171;171;1.47 (+- 0.43);1.5;1.5;2
