sequence_size;sequence;total;total_time_span;avg_time_span;i_support;f_support;s_support;ids;grade_avg;grade_median;grade_mode;max_grade
6;assignment_vis>assignment_vis>assignment_vis>assignment_vis>assignment_try>resource_vis;179;690319;513108.1955307263;358;2;179;179;1.23 (+- 0.55);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_vis>assignment_vis>assignment_sub>assignment_vis;490;690598;517470.73673469387;5896;24;490;490;1.27 (+- 0.53);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_vis>assignment_vis>assignment_sub>assignment_sub;572;690598;512728.8793706294;6856;28;572;572;1.27 (+- 0.53);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_vis>assignment_vis>assignment_sub>assignment_try;187;690458;525459.8716577541;374;2;187;187;1.32 (+- 0.51);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_vis>assignment_vis>assignment_vis>assignment_vis;646;690598;509543.03095975233;21693;90;646;646;1.24 (+- 0.54);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_vis>assignment_vis>assignment_vis>assignment_sub;833;690598;488276.75990396156;22509;88;833;833;1.24 (+- 0.54);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_vis>assignment_vis>assignment_vis>resource_vis;368;690598;489501.3831521739;3360;15;368;368;1.24 (+- 0.52);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_vis>assignment_vis>assignment_vis>forum_vis;206;690598;535892.5873786408;412;2;206;206;1.27 (+- 0.54);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_vis>assignment_vis>assignment_vis>assignment_try;340;690540;522117.7029411765;1974;8;340;340;1.28 (+- 0.52);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_vis>assignment_vis>resource_vis>resource_vis;218;690598;502138.2155963303;772;4;218;218;1.23 (+- 0.53);1.0;1.0;2
6;assignment_vis>assignment_vis>assignment_vis>assignment_vis>resource_vis>assignment_vis;325;690598;497100.5261538462;2714;12;325;325;1.22 (+- 0.54);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_vis>assignment_vis>resource_vis>assignment_sub;494;690598;474687.32591093116;5854;26;494;494;1.21 (+- 0.54);1.25;1.5;2
6;assignment_vis>assignment_vis>assignment_vis>assignment_vis>resource_vis>assignment_try;183;690319;500704.9289617486;366;2;183;183;1.24 (+- 0.54);1.0;1.0;2
6;assignment_vis>assignment_vis>assignment_vis>assignment_vis>forum_vis>assignment_vis;201;690598;526867.0945273632;402;2;201;201;1.26 (+- 0.55);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_vis>assignment_vis>forum_vis>assignment_sub;281;690598;509692.20640569396;1088;5;281;281;1.26 (+- 0.54);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_vis>assignment_vis>forum_vis>forum_vis;220;690598;519117.31363636366;800;4;220;220;1.28 (+- 0.53);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_vis>resource_vis>assignment_sub>assignment_vis;300;690540;511855.14666666667;1738;8;300;300;1.24 (+- 0.53);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_vis>resource_vis>assignment_sub>assignment_sub;360;690540;499076.4083333333;1880;8;360;360;1.25 (+- 0.53);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_vis>resource_vis>assignment_vis>assignment_sub;417;690598;491405.8321342926;3808;17;417;417;1.21 (+- 0.55);1.0;1.5;2
6;assignment_vis>assignment_vis>assignment_vis>resource_vis>assignment_vis>assignment_vis;287;690598;508762.42160278745;1768;8;287;287;1.23 (+- 0.55);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_vis>resource_vis>assignment_vis>resource_vis;171;690598;517649.3918128655;342;2;171;171;1.21 (+- 0.54);1.0;1.5;2
6;assignment_vis>assignment_vis>assignment_vis>resource_vis>resource_vis>assignment_vis;201;690598;529807.527363184;402;2;201;201;1.20 (+- 0.55);1.0;1.5;2
6;assignment_vis>assignment_vis>assignment_vis>resource_vis>resource_vis>assignment_sub;298;690598;501123.23825503356;1056;5;298;298;1.20 (+- 0.55);1.0;1.0;2
6;assignment_vis>assignment_vis>assignment_vis>resource_vis>forum_vis>assignment_sub;173;690598;511308.9190751445;173;1;173;173;1.24 (+- 0.56);1.5;1.0;2
6;assignment_vis>assignment_vis>assignment_vis>resource_vis>assignment_try>assignment_sub;227;690540;504404.577092511;410;2;227;227;1.24 (+- 0.56);1.5;1.0;2
6;assignment_vis>assignment_vis>assignment_vis>forum_vis>assignment_vis>assignment_sub;267;690598;516167.9812734082;1062;5;267;267;1.27 (+- 0.53);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_vis>forum_vis>assignment_vis>assignment_vis;199;690598;543986.9899497487;398;2;199;199;1.32 (+- 0.52);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_vis>forum_vis>assignment_sub>assignment_sub;178;690554;541130.904494382;178;1;178;178;1.32 (+- 0.52);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_vis>forum_vis>forum_vis>forum_vis;252;690598;509103.53571428574;2006;10;252;252;1.28 (+- 0.53);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_vis>forum_vis>forum_vis>assignment_sub;305;690598;496687.2983606557;1741;8;305;305;1.27 (+- 0.53);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_vis>forum_vis>forum_vis>assignment_vis;213;690598;526514.6009389671;790;4;213;213;1.29 (+- 0.53);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_vis>forum_vis>resource_vis>assignment_sub;168;690598;519655.99404761905;168;1;168;168;1.25 (+- 0.56);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_try>assignment_sub>assignment_vis>assignment_sub;332;690554;538859.234939759;917;4;332;332;1.25 (+- 0.52);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_try>assignment_sub>assignment_vis>assignment_vis;187;690451;541886.2139037433;374;2;187;187;1.30 (+- 0.51);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_try>assignment_vis>assignment_sub>assignment_sub;181;690497;553829.2375690608;181;1;181;181;1.29 (+- 0.50);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_try>assignment_vis>assignment_vis>assignment_sub;316;690497;521530.0063291139;1459;7;316;316;1.27 (+- 0.54);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_try>assignment_vis>assignment_vis>assignment_vis;236;690497;533003.6694915254;1152;6;236;236;1.29 (+- 0.52);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_try>assignment_vis>resource_vis>assignment_sub;189;690451;525877.0423280423;189;1;189;189;1.25 (+- 0.51);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_try>resource_vis>assignment_vis>assignment_sub;208;690540;519028.5048076923;208;1;208;208;1.21 (+- 0.51);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_try>resource_vis>assignment_sub>assignment_sub;166;690540;539254.8975903614;166;1;166;166;1.22 (+- 0.50);1.25;1.5;2
6;assignment_vis>assignment_vis>assignment_sub>assignment_vis>assignment_try>assignment_sub;307;690503;517290.8469055375;721;3;307;307;1.32 (+- 0.52);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_sub>assignment_vis>assignment_sub>assignment_vis;169;690282;585500.2130177515;338;2;169;169;1.27 (+- 0.51);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_sub>assignment_vis>assignment_sub>assignment_sub;208;690282;587157.7259615385;545;3;208;208;1.28 (+- 0.51);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_sub>assignment_vis>assignment_vis>assignment_sub;545;690584;515494.2752293578;4821;20;545;545;1.28 (+- 0.54);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_sub>assignment_vis>assignment_vis>assignment_vis;392;690584;544133.793367347;3812;16;392;392;1.28 (+- 0.53);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_sub>assignment_vis>assignment_vis>resource_vis;197;690516;540361.6700507614;394;2;197;197;1.27 (+- 0.52);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_sub>assignment_vis>assignment_vis>assignment_try;194;690282;560417.4793814434;388;2;194;194;1.29 (+- 0.50);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_sub>assignment_vis>forum_vis>assignment_sub;188;690416;513180.6489361702;188;1;188;188;1.29 (+- 0.52);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_sub>assignment_vis>resource_vis>assignment_sub;262;690516;529801.8320610687;637;3;262;262;1.26 (+- 0.52);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_sub>assignment_try>assignment_vis>assignment_sub;167;690503;534970.0179640718;167;1;167;167;1.31 (+- 0.54);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_sub>assignment_sub>assignment_vis>assignment_sub;173;690282;586086.1098265896;342;2;173;173;1.27 (+- 0.50);1.5;1.5;2
6;assignment_vis>assignment_vis>assignment_sub>forum_vis>forum_vis>assignment_sub;180;690416;499943.3611111111;180;1;180;180;1.34 (+- 0.49);1.5;1.5;2
6;assignment_vis>assignment_vis>resource_vis>assignment_sub>assignment_vis>assignment_sub;395;690540;491949.06329113926;2067;9;395;395;1.25 (+- 0.53);1.5;1.5;2
6;assignment_vis>assignment_vis>resource_vis>assignment_sub>assignment_vis>assignment_vis;238;690526;516415.0714285714;1156;6;238;238;1.26 (+- 0.53);1.5;1.5;2
6;assignment_vis>assignment_vis>resource_vis>assignment_sub>resource_vis>assignment_sub;163;690237;545455.6871165644;163;1;163;163;1.21 (+- 0.53);1.0;1.5;2
6;assignment_vis>assignment_vis>resource_vis>assignment_sub>assignment_try>assignment_sub;168;690458;505836.08928571426;168;1;168;168;1.33 (+- 0.50);1.5;1.5;2
6;assignment_vis>assignment_vis>resource_vis>assignment_vis>assignment_sub>assignment_vis;213;690540;526001.6103286385;426;2;213;213;1.26 (+- 0.52);1.5;1.5;2
6;assignment_vis>assignment_vis>resource_vis>assignment_vis>assignment_sub>assignment_sub;243;690540;526545.9629629629;631;3;243;243;1.27 (+- 0.52);1.5;1.0;2
6;assignment_vis>assignment_vis>resource_vis>assignment_vis>assignment_vis>assignment_vis;278;690584;526719.5791366906;2072;10;278;278;1.27 (+- 0.54);1.5;1.5;2
6;assignment_vis>assignment_vis>resource_vis>assignment_vis>assignment_vis>assignment_sub;384;690598;499792.4947916667;2906;13;384;384;1.23 (+- 0.55);1.5;1.5;2
6;assignment_vis>assignment_vis>resource_vis>assignment_vis>assignment_vis>resource_vis;178;690516;550356.3314606742;356;2;178;178;1.21 (+- 0.53);1.0;1.5;2
6;assignment_vis>assignment_vis>resource_vis>assignment_vis>resource_vis>assignment_sub;238;690598;522625.0462184874;587;3;238;238;1.21 (+- 0.54);1.25;1.5;2
6;assignment_vis>assignment_vis>resource_vis>assignment_vis>assignment_try>assignment_sub;201;690540;507779.9303482587;201;1;201;201;1.30 (+- 0.53);1.5;1.5;2
6;assignment_vis>assignment_vis>resource_vis>resource_vis>assignment_vis>assignment_sub;270;690598;526115.1222222223;834;4;270;270;1.18 (+- 0.54);1.0;1.5;2
6;assignment_vis>assignment_vis>resource_vis>resource_vis>assignment_vis>assignment_vis;183;690584;536940.7759562841;366;2;183;183;1.23 (+- 0.53);1.5;1.5;2
6;assignment_vis>assignment_vis>resource_vis>resource_vis>assignment_sub>assignment_vis;180;690540;536531.2555555556;360;2;180;180;1.23 (+- 0.51);1.5;1.5;2
6;assignment_vis>assignment_vis>resource_vis>resource_vis>assignment_sub>assignment_sub;209;690540;525788.1961722488;389;2;209;209;1.23 (+- 0.52);1.5;1.5;2
6;assignment_vis>assignment_vis>resource_vis>resource_vis>resource_vis>assignment_sub;202;690584;515134.6584158416;202;1;202;202;1.17 (+- 0.55);1.0;1.5;2
6;assignment_vis>assignment_vis>resource_vis>forum_vis>forum_vis>assignment_sub;176;690598;502211.1647727273;176;1;176;176;1.28 (+- 0.54);1.5;1.5;2
6;assignment_vis>assignment_vis>resource_vis>assignment_try>assignment_vis>assignment_sub;168;690540;525301.6071428572;168;1;168;168;1.29 (+- 0.55);1.5;1.5;2
6;assignment_vis>assignment_vis>forum_vis>forum_vis>assignment_vis>assignment_vis;204;690438;546138.6715686275;768;4;204;204;1.31 (+- 0.52);1.5;1.5;2
6;assignment_vis>assignment_vis>forum_vis>forum_vis>assignment_vis>assignment_sub;269;690598;512727.28252788103;1460;7;269;269;1.28 (+- 0.52);1.5;1.5;2
6;assignment_vis>assignment_vis>forum_vis>forum_vis>resource_vis>assignment_sub;174;690598;507101.6034482759;174;1;174;174;1.29 (+- 0.53);1.5;1.5;2
6;assignment_vis>assignment_vis>forum_vis>forum_vis>forum_vis>assignment_vis;232;690598;522027.8448275862;1548;8;232;232;1.28 (+- 0.52);1.5;1.5;2
6;assignment_vis>assignment_vis>forum_vis>forum_vis>forum_vis>assignment_sub;331;690598;487936.12990936555;3841;19;331;331;1.28 (+- 0.52);1.5;1.5;2
6;assignment_vis>assignment_vis>forum_vis>forum_vis>forum_vis>forum_participation;170;690266;499169.7588235294;340;2;170;170;1.28 (+- 0.51);1.5;1.5;2
6;assignment_vis>assignment_vis>forum_vis>forum_vis>forum_vis>forum_vis;265;690598;493560.8377358491;2890;14;265;265;1.27 (+- 0.53);1.5;1.5;2
6;assignment_vis>assignment_vis>forum_vis>forum_vis>assignment_sub>assignment_sub;193;690554;534450.5751295337;363;2;193;193;1.32 (+- 0.51);1.5;1.5;2
6;assignment_vis>assignment_vis>forum_vis>forum_vis>forum_participation>forum_vis;169;690266;489094.449704142;338;2;169;169;1.29 (+- 0.50);1.5;1.5;2
6;assignment_vis>assignment_vis>forum_vis>forum_vis>forum_participation>assignment_sub;191;690266;487577.8952879581;530;3;191;191;1.28 (+- 0.51);1.5;1.5;2
6;assignment_vis>assignment_vis>forum_vis>assignment_vis>assignment_vis>assignment_vis;195;690598;551356.676923077;390;2;195;195;1.30 (+- 0.52);1.5;1.5;2
6;assignment_vis>assignment_vis>forum_vis>assignment_vis>assignment_vis>assignment_sub;259;690598;538748.7953667954;1037;5;259;259;1.29 (+- 0.52);1.5;1.5;2
6;assignment_vis>assignment_vis>forum_vis>assignment_vis>forum_vis>assignment_sub;177;690598;529982.6836158192;177;1;177;177;1.27 (+- 0.54);1.5;1.5;2
6;assignment_vis>assignment_vis>forum_vis>assignment_sub>assignment_vis>assignment_sub;207;690554;528082.7584541063;207;1;207;207;1.29 (+- 0.52);1.5;1.5;2
6;assignment_vis>assignment_vis>forum_vis>forum_participation>forum_vis>assignment_sub;174;690266;485139.367816092;343;2;174;174;1.29 (+- 0.50);1.5;1.5;2
6;assignment_vis>assignment_try>assignment_sub>assignment_vis>assignment_try>assignment_sub;163;690451;539244.8834355829;163;1;163;163;1.32 (+- 0.50);1.5;1.5;2
6;assignment_vis>assignment_try>assignment_sub>assignment_vis>assignment_vis>assignment_sub;285;690451;530090.6631578947;673;3;285;285;1.29 (+- 0.52);1.5;1.5;2
6;assignment_vis>assignment_try>assignment_sub>assignment_vis>assignment_vis>assignment_vis;201;690230;545404.8009950249;402;2;201;201;1.30 (+- 0.50);1.5;1.5;2
6;assignment_vis>assignment_try>assignment_vis>assignment_sub>assignment_vis>assignment_sub;220;690497;552651.2181818181;220;1;220;220;1.30 (+- 0.49);1.5;1.5;2
6;assignment_vis>assignment_try>assignment_vis>assignment_vis>assignment_sub>assignment_sub;195;690497;556115.9230769231;195;1;195;195;1.27 (+- 0.47);1.5;1.0;2
6;assignment_vis>assignment_try>assignment_vis>assignment_vis>assignment_vis>assignment_vis;251;690385;543484.8924302789;1236;6;251;251;1.27 (+- 0.50);1.5;1.5;2
6;assignment_vis>assignment_try>assignment_vis>assignment_vis>assignment_vis>assignment_sub;335;690497;525298.7671641791;1552;7;335;335;1.28 (+- 0.52);1.5;1.5;2
6;assignment_vis>assignment_try>assignment_vis>assignment_vis>resource_vis>assignment_sub;173;689959;531222.6647398844;173;1;173;173;1.27 (+- 0.50);1.5;1.5;2
6;assignment_vis>assignment_try>assignment_vis>resource_vis>assignment_vis>assignment_sub;165;690209;540569.6121212121;165;1;165;165;1.23 (+- 0.46);1.5;1.5;2
6;assignment_vis>assignment_try>resource_vis>assignment_sub>assignment_vis>assignment_sub;188;690540;528822.9680851063;188;1;188;188;1.24 (+- 0.51);1.5;1.5;2
6;assignment_vis>assignment_try>resource_vis>assignment_vis>assignment_vis>assignment_sub;191;690451;527476.162303665;191;1;191;191;1.24 (+- 0.52);1.5;1.5;2
6;assignment_vis>assignment_sub>assignment_vis>assignment_try>assignment_vis>assignment_sub;229;690503;552904.017467249;229;1;229;229;1.29 (+- 0.53);1.5;1.5;2
6;assignment_vis>assignment_sub>assignment_vis>assignment_sub>assignment_vis>assignment_sub;290;690282;581185.5034482758;880;4;290;290;1.26 (+- 0.51);1.5;1.5;2
6;assignment_vis>assignment_sub>assignment_vis>assignment_vis>assignment_sub>assignment_vis;235;690282;592441.3234042553;842;4;235;235;1.26 (+- 0.51);1.5;1.5;2
6;assignment_vis>assignment_sub>assignment_vis>assignment_vis>assignment_sub>assignment_sub;284;690282;589777.6725352113;1258;6;284;284;1.27 (+- 0.52);1.5;1.5;2
6;assignment_vis>assignment_sub>assignment_vis>assignment_vis>assignment_vis>assignment_vis;415;690561;557984.1855421687;4962;21;415;415;1.27 (+- 0.53);1.5;1.5;2
6;assignment_vis>assignment_sub>assignment_vis>assignment_vis>assignment_vis>assignment_sub;559;690584;546178.747763864;6035;25;559;559;1.27 (+- 0.52);1.5;1.5;2
6;assignment_vis>assignment_sub>assignment_vis>assignment_vis>assignment_vis>resource_vis;219;690516;566695.908675799;438;2;219;219;1.25 (+- 0.50);1.5;1.5;2
6;assignment_vis>assignment_sub>assignment_vis>assignment_vis>assignment_vis>assignment_try;215;690282;573260.3162790698;430;2;215;215;1.28 (+- 0.49);1.5;1.5;2
6;assignment_vis>assignment_sub>assignment_vis>assignment_vis>resource_vis>assignment_vis;167;690516;577145.4191616767;334;2;167;167;1.22 (+- 0.52);1.5;1.5;2
6;assignment_vis>assignment_sub>assignment_vis>assignment_vis>resource_vis>assignment_sub;278;690516;550859.417266187;1033;5;278;278;1.25 (+- 0.52);1.5;1.5;2
6;assignment_vis>assignment_sub>assignment_vis>assignment_vis>forum_vis>assignment_sub;186;690506;550765.7204301076;186;1;186;186;1.27 (+- 0.53);1.5;1.5;2
6;assignment_vis>assignment_sub>assignment_vis>assignment_vis>assignment_try>assignment_sub;294;690282;561904.0408163265;703;3;294;294;1.26 (+- 0.51);1.5;1.5;2
6;assignment_vis>assignment_sub>assignment_vis>forum_vis>forum_vis>forum_vis;189;690416;524328.6613756614;378;2;189;189;1.32 (+- 0.49);1.5;1.5;2
6;assignment_vis>assignment_sub>assignment_vis>forum_vis>forum_vis>assignment_sub;224;690416;507381.92410714284;413;2;224;224;1.30 (+- 0.49);1.5;1.5;2
6;assignment_vis>assignment_sub>assignment_vis>forum_vis>assignment_vis>assignment_sub;183;690506;550612.3224043716;183;1;183;183;1.29 (+- 0.50);1.5;1.5;2
6;assignment_vis>assignment_sub>assignment_vis>resource_vis>resource_vis>assignment_sub;163;690516;554930.8282208589;163;1;163;163;1.18 (+- 0.53);1.0;1.5;2
6;assignment_vis>assignment_sub>assignment_vis>resource_vis>assignment_vis>assignment_sub;220;690516;561380.8045454546;387;2;220;220;1.21 (+- 0.51);1.5;1.5;2
6;assignment_vis>assignment_sub>forum_vis>forum_vis>forum_vis>forum_vis;178;690416;523981.43258426967;356;2;178;178;1.32 (+- 0.49);1.5;1.5;2
6;assignment_vis>assignment_sub>forum_vis>forum_vis>forum_vis>assignment_sub;223;690416;516780.66367713007;590;3;223;223;1.33 (+- 0.50);1.5;1.5;2
6;assignment_vis>assignment_sub>forum_vis>forum_vis>assignment_vis>assignment_sub;166;690416;553408.843373494;166;1;166;166;1.32 (+- 0.49);1.5;1.5;2
6;assignment_vis>resource_vis>assignment_sub>assignment_vis>assignment_vis>assignment_vis;259;690305;549544.3745173746;1258;6;259;259;1.26 (+- 0.52);1.5;1.5;2
6;assignment_vis>resource_vis>assignment_sub>assignment_vis>assignment_vis>assignment_sub;344;690526;514505.8023255814;1739;8;344;344;1.26 (+- 0.53);1.5;1.5;2
6;assignment_vis>resource_vis>assignment_sub>assignment_vis>assignment_vis>resource_vis;172;690237;560399.4186046511;344;2;172;172;1.25 (+- 0.51);1.5;1.5;2
6;assignment_vis>resource_vis>assignment_sub>assignment_vis>resource_vis>assignment_sub;216;690237;544064.7129629629;388;2;216;216;1.24 (+- 0.51);1.5;1.5;2
6;assignment_vis>resource_vis>assignment_sub>assignment_vis>assignment_try>assignment_sub;209;690458;506742.5358851675;209;1;209;209;1.33 (+- 0.51);1.5;1.5;2
6;assignment_vis>resource_vis>resource_vis>assignment_vis>assignment_vis>assignment_sub;257;690584;529818.9805447471;630;3;257;257;1.24 (+- 0.55);1.5;1.5;2
6;assignment_vis>resource_vis>resource_vis>assignment_vis>assignment_vis>assignment_vis;190;690526;546990.7210526316;380;2;190;190;1.29 (+- 0.53);1.5;1.5;2
6;assignment_vis>resource_vis>resource_vis>resource_vis>assignment_vis>assignment_sub;183;690584;510611.737704918;183;1;183;183;1.18 (+- 0.55);1.0;1.5;2
6;assignment_vis>resource_vis>resource_vis>assignment_sub>assignment_vis>assignment_sub;253;690540;530493.1739130435;433;2;253;253;1.25 (+- 0.51);1.5;1.5;2
6;assignment_vis>resource_vis>forum_vis>forum_vis>forum_vis>assignment_sub;193;690598;501501.310880829;193;1;193;193;1.26 (+- 0.53);1.5;1.5;2
6;assignment_vis>resource_vis>forum_vis>assignment_vis>assignment_vis>assignment_sub;162;690584;529834.2407407408;162;1;162;162;1.30 (+- 0.55);1.5;1.5;2
6;assignment_vis>resource_vis>assignment_vis>assignment_vis>resource_vis>assignment_sub;246;690516;539591.8658536585;789;4;246;246;1.22 (+- 0.53);1.5;1.5;2
6;assignment_vis>resource_vis>assignment_vis>assignment_vis>assignment_sub>assignment_vis;198;690451;545269.8383838384;396;2;198;198;1.27 (+- 0.52);1.5;1.5;2
6;assignment_vis>resource_vis>assignment_vis>assignment_vis>assignment_sub>assignment_sub;229;690451;549631.0698689956;605;3;229;229;1.27 (+- 0.52);1.5;1.5;2
6;assignment_vis>resource_vis>assignment_vis>assignment_vis>assignment_vis>assignment_sub;379;690584;518081.7229551451;3699;17;379;379;1.26 (+- 0.54);1.5;1.5;2
6;assignment_vis>resource_vis>assignment_vis>assignment_vis>assignment_vis>assignment_vis;301;690358;539290.0398671096;2584;12;301;301;1.26 (+- 0.52);1.5;1.5;2
6;assignment_vis>resource_vis>assignment_vis>assignment_vis>assignment_vis>resource_vis;193;690000;546956.5025906736;386;2;193;193;1.25 (+- 0.50);1.5;1.5;2
6;assignment_vis>resource_vis>assignment_vis>assignment_vis>assignment_vis>assignment_try;162;690451;551625.3888888889;324;2;162;162;1.30 (+- 0.49);1.5;1.5;2
6;assignment_vis>resource_vis>assignment_vis>assignment_vis>assignment_try>assignment_sub;213;690458;529462.9671361502;375;2;213;213;1.27 (+- 0.53);1.5;1.5;2
6;assignment_vis>resource_vis>assignment_vis>resource_vis>assignment_vis>assignment_sub;206;690598;538386.1019417476;206;1;206;206;1.24 (+- 0.54);1.5;1.5;2
6;assignment_vis>resource_vis>assignment_vis>assignment_sub>assignment_vis>assignment_sub;300;690540;517567.19666666666;899;4;300;300;1.28 (+- 0.52);1.5;1.5;2
6;assignment_vis>resource_vis>assignment_vis>assignment_sub>assignment_vis>assignment_vis;188;690269;530702.914893617;376;2;188;188;1.31 (+- 0.52);1.5;1.5;2
6;assignment_vis>forum_vis>forum_vis>assignment_vis>assignment_vis>assignment_sub;256;690438;529085.76171875;1413;7;256;256;1.31 (+- 0.51);1.5;1.5;2
6;assignment_vis>forum_vis>forum_vis>assignment_vis>assignment_vis>assignment_vis;192;690416;538384.1927083334;724;4;192;192;1.32 (+- 0.51);1.5;1.5;2
6;assignment_vis>forum_vis>forum_vis>assignment_vis>assignment_sub>assignment_sub;166;690358;543281.5361445784;166;1;166;166;1.36 (+- 0.48);1.5;1.5;2
6;assignment_vis>forum_vis>forum_vis>assignment_vis>forum_vis>assignment_sub;194;690416;509060.5051546392;531;3;194;194;1.26 (+- 0.52);1.5;1.5;2
6;assignment_vis>forum_vis>forum_vis>assignment_vis>forum_vis>forum_vis;164;690416;513852.0975609756;328;2;164;164;1.27 (+- 0.52);1.5;1.5;2
6;assignment_vis>forum_vis>forum_vis>assignment_sub>assignment_vis>assignment_sub;203;690554;520613.0541871921;380;2;203;203;1.33 (+- 0.47);1.5;1.5;2
6;assignment_vis>forum_vis>forum_vis>forum_vis>assignment_vis>assignment_vis;228;690438;530917.7280701754;1522;8;228;228;1.31 (+- 0.50);1.5;1.5;2
6;assignment_vis>forum_vis>forum_vis>forum_vis>assignment_vis>forum_vis;173;690416;514036.0751445087;346;2;173;173;1.26 (+- 0.52);1.5;1.5;2
6;assignment_vis>forum_vis>forum_vis>forum_vis>assignment_vis>assignment_sub;291;690598;509091.5051546392;2782;14;291;291;1.29 (+- 0.50);1.5;1.5;2
6;assignment_vis>forum_vis>forum_vis>forum_vis>resource_vis>assignment_sub;183;690598;507577.62841530057;183;1;183;183;1.26 (+- 0.55);1.5;1.5;2
6;assignment_vis>forum_vis>forum_vis>forum_vis>forum_vis>assignment_vis;234;690598;516093.23076923075;1950;10;234;234;1.28 (+- 0.51);1.5;1.5;2
6;assignment_vis>forum_vis>forum_vis>forum_vis>forum_vis>assignment_sub;323;690598;488101.907120743;6507;33;323;323;1.25 (+- 0.53);1.5;1.5;2
6;assignment_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis;283;690416;493378.3957597173;6280;32;283;283;1.26 (+- 0.53);1.5;1.5;2
6;assignment_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_participation;191;690266;503664.2827225131;1074;6;191;191;1.29 (+- 0.51);1.5;1.5;2
6;assignment_vis>forum_vis>forum_vis>forum_vis>assignment_sub>assignment_sub;222;690554;531254.4054054054;749;4;222;222;1.34 (+- 0.49);1.5;1.5;2
6;assignment_vis>forum_vis>forum_vis>forum_vis>assignment_sub>assignment_vis;177;690554;525123.9152542372;354;2;177;177;1.34 (+- 0.47);1.5;1.5;2
6;assignment_vis>forum_vis>forum_vis>forum_vis>forum_participation>forum_vis;182;690266;502091.76373626373;706;4;182;182;1.30 (+- 0.50);1.5;1.5;2
6;assignment_vis>forum_vis>forum_vis>forum_vis>forum_participation>assignment_sub;207;690266;502736.0;1096;6;207;207;1.29 (+- 0.50);1.5;1.5;2
6;assignment_vis>forum_vis>forum_vis>forum_participation>forum_vis>forum_vis;172;690266;502029.77906976745;668;4;172;172;1.30 (+- 0.50);1.5;1.5;2
6;assignment_vis>forum_vis>forum_vis>forum_participation>forum_vis>assignment_sub;203;690266;484587.64532019704;1059;6;203;203;1.30 (+- 0.51);1.5;1.5;2
6;assignment_vis>forum_vis>assignment_vis>assignment_vis>assignment_vis>assignment_sub;247;690598;532440.5627530364;982;5;247;247;1.30 (+- 0.53);1.5;1.5;2
6;assignment_vis>forum_vis>assignment_vis>assignment_vis>assignment_vis>assignment_vis;178;690416;553602.2808988764;356;2;178;178;1.30 (+- 0.54);1.5;1.5;2
6;assignment_vis>forum_vis>assignment_vis>assignment_vis>forum_vis>assignment_sub;169;690598;533553.4970414201;169;1;169;169;1.25 (+- 0.53);1.5;1.5;2
6;assignment_vis>forum_vis>assignment_vis>assignment_sub>assignment_vis>assignment_sub;174;690540;537427.2988505748;174;1;174;174;1.34 (+- 0.49);1.5;1.5;2
6;assignment_vis>forum_vis>assignment_vis>forum_vis>forum_vis>assignment_sub;194;690598;510391.8917525773;358;2;194;194;1.28 (+- 0.52);1.5;1.5;2
